image,label,reason
ISIC_0000068,1,missing_verified_lesion_id
ISIC_0000069,1,missing_verified_lesion_id
ISIC_0000071,1,missing_verified_lesion_id
ISIC_0000072,1,missing_verified_lesion_id
ISIC_0000073,1,missing_verified_lesion_id
ISIC_0000074,0,missing_verified_lesion_id
ISIC_0000075,1,missing_verified_lesion_id
ISIC_0000077_downsampled,0,missing_verified_lesion_id
ISIC_0000078_downsampled,0,missing_verified_lesion_id
ISIC_0000079_downsampled,1,missing_verified_lesion_id
ISIC_0000080_downsampled,1,missing_verified_lesion_id
ISIC_0000081_downsampled,1,missing_verified_lesion_id
ISIC_0000082_downsampled,1,missing_verified_lesion_id
ISIC_0000085_downsampled,1,missing_verified_lesion_id
ISIC_0000086_downsampled,1,missing_verified_lesion_id
ISIC_0000087_downsampled,1,missing_verified_lesion_id
ISIC_0000088_downsampled,1,missing_verified_lesion_id
ISIC_0000089_downsampled,1,missing_verified_lesion_id
ISIC_0000091_downsampled,1,missing_verified_lesion_id
ISIC_0000092_downsampled,1,missing_verified_lesion_id
ISIC_0000093_downsampled,1,missing_verified_lesion_id
ISIC_0000094_downsampled,1,missing_verified_lesion_id
ISIC_0000095_downsampled,1,missing_verified_lesion_id
ISIC_0000096_downsampled,1,missing_verified_lesion_id
ISIC_0000097_downsampled,1,missing_verified_lesion_id
ISIC_0000098_downsampled,1,missing_verified_lesion_id
ISIC_0000099_downsampled,1,missing_verified_lesion_id
ISIC_0000100_downsampled,1,missing_verified_lesion_id
ISIC_0000101_downsampled,1,missing_verified_lesion_id
ISIC_0000102_downsampled,1,missing_verified_lesion_id
ISIC_0000103_downsampled,1,missing_verified_lesion_id
ISIC_0000104_downsampled,1,missing_verified_lesion_id
ISIC_0000105_downsampled,1,missing_verified_lesion_id
ISIC_0000107_downsampled,1,missing_verified_lesion_id
ISIC_0000108_downsampled,1,missing_verified_lesion_id
ISIC_0000109_downsampled,1,missing_verified_lesion_id
ISIC_0000110_downsampled,1,missing_verified_lesion_id
ISIC_0000111_downsampled,1,missing_verified_lesion_id
ISIC_0000112_downsampled,1,missing_verified_lesion_id
ISIC_0000113_downsampled,1,missing_verified_lesion_id
ISIC_0000114_downsampled,1,missing_verified_lesion_id
ISIC_0000115_downsampled,1,missing_verified_lesion_id
ISIC_0000116_downsampled,1,missing_verified_lesion_id
ISIC_0000117_downsampled,1,missing_verified_lesion_id
ISIC_0000118_downsampled,1,missing_verified_lesion_id
ISIC_0000119_downsampled,1,missing_verified_lesion_id
ISIC_0000120_downsampled,1,missing_verified_lesion_id
ISIC_0000121_downsampled,1,missing_verified_lesion_id
ISIC_0000122_downsampled,1,missing_verified_lesion_id
ISIC_0000123_downsampled,1,missing_verified_lesion_id
ISIC_0000124_downsampled,1,missing_verified_lesion_id
ISIC_0000125_downsampled,1,missing_verified_lesion_id
ISIC_0000126_downsampled,1,missing_verified_lesion_id
ISIC_0000127_downsampled,1,missing_verified_lesion_id
ISIC_0000128_downsampled,1,missing_verified_lesion_id
ISIC_0000129_downsampled,1,missing_verified_lesion_id
ISIC_0000130_downsampled,1,missing_verified_lesion_id
ISIC_0000131_downsampled,1,missing_verified_lesion_id
ISIC_0000132_downsampled,1,missing_verified_lesion_id
ISIC_0000133_downsampled,1,missing_verified_lesion_id
ISIC_0000134_downsampled,1,missing_verified_lesion_id
ISIC_0000135_downsampled,1,missing_verified_lesion_id
ISIC_0000136_downsampled,1,missing_verified_lesion_id
ISIC_0000137_downsampled,1,missing_verified_lesion_id
ISIC_0000138_downsampled,1,missing_verified_lesion_id
ISIC_0000139_downsampled,0,missing_verified_lesion_id
ISIC_0000140_downsampled,0,missing_verified_lesion_id
ISIC_0000141_downsampled,0,missing_verified_lesion_id
ISIC_0000142_downsampled,0,missing_verified_lesion_id
ISIC_0000143_downsampled,0,missing_verified_lesion_id
ISIC_0000145_downsampled,0,missing_verified_lesion_id
ISIC_0000146_downsampled,0,missing_verified_lesion_id
ISIC_0000147_downsampled,0,missing_verified_lesion_id
ISIC_0000148_downsampled,0,missing_verified_lesion_id
ISIC_0000149_downsampled,0,missing_verified_lesion_id
ISIC_0000150_downsampled,0,missing_verified_lesion_id
ISIC_0000151_downsampled,0,missing_verified_lesion_id
ISIC_0000152_downsampled,0,missing_verified_lesion_id
ISIC_0000153_downsampled,0,missing_verified_lesion_id
ISIC_0000154_downsampled,0,missing_verified_lesion_id
ISIC_0000155_downsampled,0,missing_verified_lesion_id
ISIC_0000156_downsampled,0,missing_verified_lesion_id
ISIC_0000157,0,missing_verified_lesion_id
ISIC_0000159,0,missing_verified_lesion_id
ISIC_0000160,0,missing_verified_lesion_id
ISIC_0000161,0,missing_verified_lesion_id
ISIC_0000162,0,missing_verified_lesion_id
ISIC_0000163,0,missing_verified_lesion_id
ISIC_0000164,0,missing_verified_lesion_id
ISIC_0000165,0,missing_verified_lesion_id
ISIC_0000166,0,missing_verified_lesion_id
ISIC_0000167,0,missing_verified_lesion_id
ISIC_0000169,0,missing_verified_lesion_id
ISIC_0000170,0,missing_verified_lesion_id
ISIC_0000171,0,missing_verified_lesion_id
ISIC_0000172,0,missing_verified_lesion_id
ISIC_0000173,0,missing_verified_lesion_id
ISIC_0000174,0,missing_verified_lesion_id
ISIC_0000175,0,missing_verified_lesion_id
ISIC_0000176_downsampled,0,missing_verified_lesion_id
ISIC_0000177_downsampled,1,missing_verified_lesion_id
ISIC_0000179_downsampled,1,missing_verified_lesion_id
ISIC_0000181_downsampled,1,missing_verified_lesion_id
ISIC_0000182_downsampled,1,missing_verified_lesion_id
ISIC_0000183_downsampled,1,missing_verified_lesion_id
ISIC_0000184_downsampled,1,missing_verified_lesion_id
ISIC_0000185_downsampled,1,missing_verified_lesion_id
ISIC_0000186_downsampled,1,missing_verified_lesion_id
ISIC_0000187,1,missing_verified_lesion_id
ISIC_0000188_downsampled,1,missing_verified_lesion_id
ISIC_0000189_downsampled,1,missing_verified_lesion_id
ISIC_0000190,1,missing_verified_lesion_id
ISIC_0000191_downsampled,1,missing_verified_lesion_id
ISIC_0000192_downsampled,1,missing_verified_lesion_id
ISIC_0000193_downsampled,1,missing_verified_lesion_id
ISIC_0000195_downsampled,1,missing_verified_lesion_id
ISIC_0000196_downsampled,1,missing_verified_lesion_id
ISIC_0000197_downsampled,1,missing_verified_lesion_id
ISIC_0000198,1,missing_verified_lesion_id
ISIC_0000199,1,missing_verified_lesion_id
ISIC_0000200,1,missing_verified_lesion_id
ISIC_0000201_downsampled,1,missing_verified_lesion_id
ISIC_0000202_downsampled,1,missing_verified_lesion_id
ISIC_0000203_downsampled,1,missing_verified_lesion_id
ISIC_0000204_downsampled,1,missing_verified_lesion_id
ISIC_0000205_downsampled,1,missing_verified_lesion_id
ISIC_0000206_downsampled,1,missing_verified_lesion_id
ISIC_0000207_downsampled,1,missing_verified_lesion_id
ISIC_0000208_downsampled,1,missing_verified_lesion_id
ISIC_0000209,1,missing_verified_lesion_id
ISIC_0000210,1,missing_verified_lesion_id
ISIC_0000211,1,missing_verified_lesion_id
ISIC_0000212,1,missing_verified_lesion_id
ISIC_0000213,1,missing_verified_lesion_id
ISIC_0000214,1,missing_verified_lesion_id
ISIC_0000215,1,missing_verified_lesion_id
ISIC_0000216,1,missing_verified_lesion_id
ISIC_0000217,1,missing_verified_lesion_id
ISIC_0000218_downsampled,1,missing_verified_lesion_id
ISIC_0000219,1,missing_verified_lesion_id
ISIC_0000220,1,missing_verified_lesion_id
ISIC_0000221,1,missing_verified_lesion_id
ISIC_0000222,1,missing_verified_lesion_id
ISIC_0000223,1,missing_verified_lesion_id
ISIC_0000224,1,missing_verified_lesion_id
ISIC_0000225,1,missing_verified_lesion_id
ISIC_0000226,1,missing_verified_lesion_id
ISIC_0000227,1,missing_verified_lesion_id
ISIC_0000228,1,missing_verified_lesion_id
ISIC_0000229,1,missing_verified_lesion_id
ISIC_0000230,1,missing_verified_lesion_id
ISIC_0000231,1,missing_verified_lesion_id
ISIC_0000232,1,missing_verified_lesion_id
ISIC_0000233,1,missing_verified_lesion_id
ISIC_0000234,1,missing_verified_lesion_id
ISIC_0000235,1,missing_verified_lesion_id
ISIC_0000236,1,missing_verified_lesion_id
ISIC_0000237,1,missing_verified_lesion_id
ISIC_0000239,1,missing_verified_lesion_id
ISIC_0000240,1,missing_verified_lesion_id
ISIC_0000242,1,missing_verified_lesion_id
ISIC_0000243,1,missing_verified_lesion_id
ISIC_0000244,1,missing_verified_lesion_id
ISIC_0000245,1,missing_verified_lesion_id
ISIC_0000246,1,missing_verified_lesion_id
ISIC_0000247,1,missing_verified_lesion_id
ISIC_0000249,1,missing_verified_lesion_id
ISIC_0000250,1,missing_verified_lesion_id
ISIC_0000251,1,missing_verified_lesion_id
ISIC_0000252,1,missing_verified_lesion_id
ISIC_0000253,1,missing_verified_lesion_id
ISIC_0000254,1,missing_verified_lesion_id
ISIC_0000255,1,missing_verified_lesion_id
ISIC_0000256,1,missing_verified_lesion_id
ISIC_0000258,1,missing_verified_lesion_id
ISIC_0000259,1,missing_verified_lesion_id
ISIC_0000260,1,missing_verified_lesion_id
ISIC_0000261,1,missing_verified_lesion_id
ISIC_0000262,1,missing_verified_lesion_id
ISIC_0000263,1,missing_verified_lesion_id
ISIC_0000264,1,missing_verified_lesion_id
ISIC_0000265,1,missing_verified_lesion_id
ISIC_0000268,1,missing_verified_lesion_id
ISIC_0000269,1,missing_verified_lesion_id
ISIC_0000271,1,missing_verified_lesion_id
ISIC_0000274,1,missing_verified_lesion_id
ISIC_0000275,1,missing_verified_lesion_id
ISIC_0000276,0,missing_verified_lesion_id
ISIC_0000277,0,missing_verified_lesion_id
ISIC_0000278,0,missing_verified_lesion_id
ISIC_0000279,0,missing_verified_lesion_id
ISIC_0000281,0,missing_verified_lesion_id
ISIC_0000282,0,missing_verified_lesion_id
ISIC_0000283,0,missing_verified_lesion_id
ISIC_0000285,0,missing_verified_lesion_id
ISIC_0000287,0,missing_verified_lesion_id
ISIC_0000288,0,missing_verified_lesion_id
ISIC_0000289,0,missing_verified_lesion_id
ISIC_0000290,0,missing_verified_lesion_id
ISIC_0000292,0,missing_verified_lesion_id
ISIC_0000293,0,missing_verified_lesion_id
ISIC_0000294,0,missing_verified_lesion_id
ISIC_0000295,0,missing_verified_lesion_id
ISIC_0000297,0,missing_verified_lesion_id
ISIC_0000298,0,missing_verified_lesion_id
ISIC_0000299,0,missing_verified_lesion_id
ISIC_0000300,0,missing_verified_lesion_id
ISIC_0000301,0,missing_verified_lesion_id
ISIC_0000302,0,missing_verified_lesion_id
ISIC_0000303,0,missing_verified_lesion_id
ISIC_0000306,0,missing_verified_lesion_id
ISIC_0000307,0,missing_verified_lesion_id
ISIC_0000310,0,missing_verified_lesion_id
ISIC_0000311,0,missing_verified_lesion_id
ISIC_0000313,0,missing_verified_lesion_id
ISIC_0000314,0,missing_verified_lesion_id
ISIC_0000315,1,missing_verified_lesion_id
ISIC_0000316,1,missing_verified_lesion_id
ISIC_0000317,1,missing_verified_lesion_id
ISIC_0000319,1,missing_verified_lesion_id
ISIC_0000320,1,missing_verified_lesion_id
ISIC_0000321,1,missing_verified_lesion_id
ISIC_0000322,1,missing_verified_lesion_id
ISIC_0000323,1,missing_verified_lesion_id
ISIC_0000324,1,missing_verified_lesion_id
ISIC_0000325,1,missing_verified_lesion_id
ISIC_0000326,1,missing_verified_lesion_id
ISIC_0000327,1,missing_verified_lesion_id
ISIC_0000328,1,missing_verified_lesion_id
ISIC_0000329,1,missing_verified_lesion_id
ISIC_0000330,1,missing_verified_lesion_id
ISIC_0000331,1,missing_verified_lesion_id
ISIC_0000332,1,missing_verified_lesion_id
ISIC_0000333,1,missing_verified_lesion_id
ISIC_0000336,1,missing_verified_lesion_id
ISIC_0000337,1,missing_verified_lesion_id
ISIC_0000338,1,missing_verified_lesion_id
ISIC_0000339,1,missing_verified_lesion_id
ISIC_0000340,1,missing_verified_lesion_id
ISIC_0000341,1,missing_verified_lesion_id
ISIC_0000342,1,missing_verified_lesion_id
ISIC_0000343,1,missing_verified_lesion_id
ISIC_0000344,1,missing_verified_lesion_id
ISIC_0000345,1,missing_verified_lesion_id
ISIC_0000346,1,missing_verified_lesion_id
ISIC_0000347,1,missing_verified_lesion_id
ISIC_0000348,1,missing_verified_lesion_id
ISIC_0000349,1,missing_verified_lesion_id
ISIC_0000350,1,missing_verified_lesion_id
ISIC_0000351,1,missing_verified_lesion_id
ISIC_0000352,1,missing_verified_lesion_id
ISIC_0000353,1,missing_verified_lesion_id
ISIC_0000354,1,missing_verified_lesion_id
ISIC_0000355,1,missing_verified_lesion_id
ISIC_0000357,1,missing_verified_lesion_id
ISIC_0000358,1,missing_verified_lesion_id
ISIC_0000359,1,missing_verified_lesion_id
ISIC_0000360,1,missing_verified_lesion_id
ISIC_0000361,1,missing_verified_lesion_id
ISIC_0000363,1,missing_verified_lesion_id
ISIC_0000364,1,missing_verified_lesion_id
ISIC_0000365,1,missing_verified_lesion_id
ISIC_0000366,1,missing_verified_lesion_id
ISIC_0000367,1,missing_verified_lesion_id
ISIC_0000368,1,missing_verified_lesion_id
ISIC_0000369,1,missing_verified_lesion_id
ISIC_0000370,1,missing_verified_lesion_id
ISIC_0000371,1,missing_verified_lesion_id
ISIC_0000372,1,missing_verified_lesion_id
ISIC_0000374,1,missing_verified_lesion_id
ISIC_0000376_downsampled,1,missing_verified_lesion_id
ISIC_0000377_downsampled,1,missing_verified_lesion_id
ISIC_0000378_downsampled,1,missing_verified_lesion_id
ISIC_0000379_downsampled,1,missing_verified_lesion_id
ISIC_0000380_downsampled,1,missing_verified_lesion_id
ISIC_0000381_downsampled,1,missing_verified_lesion_id
ISIC_0000382_downsampled,1,missing_verified_lesion_id
ISIC_0000383_downsampled,1,missing_verified_lesion_id
ISIC_0000384_downsampled,1,missing_verified_lesion_id
ISIC_0000385_downsampled,1,missing_verified_lesion_id
ISIC_0000386_downsampled,1,missing_verified_lesion_id
ISIC_0000387_downsampled,1,missing_verified_lesion_id
ISIC_0000388_downsampled,1,missing_verified_lesion_id
ISIC_0000390_downsampled,0,missing_verified_lesion_id
ISIC_0000391_downsampled,1,missing_verified_lesion_id
ISIC_0000392_downsampled,1,missing_verified_lesion_id
ISIC_0000393_downsampled,0,missing_verified_lesion_id
ISIC_0000395_downsampled,0,missing_verified_lesion_id
ISIC_0000396_downsampled,1,missing_verified_lesion_id
ISIC_0000397_downsampled,1,missing_verified_lesion_id
ISIC_0000403_downsampled,1,missing_verified_lesion_id
ISIC_0000407_downsampled,1,missing_verified_lesion_id
ISIC_0000408_downsampled,1,missing_verified_lesion_id
ISIC_0000409_downsampled,1,missing_verified_lesion_id
ISIC_0000410_downsampled,0,missing_verified_lesion_id
ISIC_0000412_downsampled,0,missing_verified_lesion_id
ISIC_0000413_downsampled,0,missing_verified_lesion_id
ISIC_0000415_downsampled,0,missing_verified_lesion_id
ISIC_0000416_downsampled,1,missing_verified_lesion_id
ISIC_0000418_downsampled,1,missing_verified_lesion_id
ISIC_0000419_downsampled,1,missing_verified_lesion_id
ISIC_0000420_downsampled,0,missing_verified_lesion_id
ISIC_0000421_downsampled,1,missing_verified_lesion_id
ISIC_0000423_downsampled,1,missing_verified_lesion_id
ISIC_0000425_downsampled,1,missing_verified_lesion_id
ISIC_0000426_downsampled,1,missing_verified_lesion_id
ISIC_0000427_downsampled,1,missing_verified_lesion_id
ISIC_0000431_downsampled,1,missing_verified_lesion_id
ISIC_0000433_downsampled,1,missing_verified_lesion_id
ISIC_0000434_downsampled,0,missing_verified_lesion_id
ISIC_0000436_downsampled,1,missing_verified_lesion_id
ISIC_0000439_downsampled,1,missing_verified_lesion_id
ISIC_0000442_downsampled,1,missing_verified_lesion_id
ISIC_0000443_downsampled,1,missing_verified_lesion_id
ISIC_0000444_downsampled,0,missing_verified_lesion_id
ISIC_0000445_downsampled,0,missing_verified_lesion_id
ISIC_0000447_downsampled,1,missing_verified_lesion_id
ISIC_0000448_downsampled,1,missing_verified_lesion_id
ISIC_0000449_downsampled,1,missing_verified_lesion_id
ISIC_0000451_downsampled,1,missing_verified_lesion_id
ISIC_0000452_downsampled,1,missing_verified_lesion_id
ISIC_0000453_downsampled,1,missing_verified_lesion_id
ISIC_0000455_downsampled,1,missing_verified_lesion_id
ISIC_0000456_downsampled,1,missing_verified_lesion_id
ISIC_0000457_downsampled,1,missing_verified_lesion_id
ISIC_0000458,1,missing_verified_lesion_id
ISIC_0000460,1,missing_verified_lesion_id
ISIC_0000461,1,missing_verified_lesion_id
ISIC_0000463_downsampled,0,missing_verified_lesion_id
ISIC_0000465,1,missing_verified_lesion_id
ISIC_0000466,0,missing_verified_lesion_id
ISIC_0000467,1,missing_verified_lesion_id
ISIC_0000468,1,missing_verified_lesion_id
ISIC_0000469,0,missing_verified_lesion_id
ISIC_0000470,1,missing_verified_lesion_id
ISIC_0000471,1,missing_verified_lesion_id
ISIC_0000473_downsampled,1,missing_verified_lesion_id
ISIC_0000474,1,missing_verified_lesion_id
ISIC_0000475,1,missing_verified_lesion_id
ISIC_0000476,1,missing_verified_lesion_id
ISIC_0000477,1,missing_verified_lesion_id
ISIC_0000478,1,missing_verified_lesion_id
ISIC_0000479,1,missing_verified_lesion_id
ISIC_0000480,1,missing_verified_lesion_id
ISIC_0000481,1,missing_verified_lesion_id
ISIC_0000482,0,missing_verified_lesion_id
ISIC_0000483,1,missing_verified_lesion_id
ISIC_0000484,0,missing_verified_lesion_id
ISIC_0000485,1,missing_verified_lesion_id
ISIC_0000486,1,missing_verified_lesion_id
ISIC_0000487,0,missing_verified_lesion_id
ISIC_0000488,1,missing_verified_lesion_id
ISIC_0000489,1,missing_verified_lesion_id
ISIC_0000490,1,missing_verified_lesion_id
ISIC_0000491,1,missing_verified_lesion_id
ISIC_0000492,1,missing_verified_lesion_id
ISIC_0000493,1,missing_verified_lesion_id
ISIC_0000494,1,missing_verified_lesion_id
ISIC_0000495,1,missing_verified_lesion_id
ISIC_0000496,1,missing_verified_lesion_id
ISIC_0000498,1,missing_verified_lesion_id
ISIC_0000499,1,missing_verified_lesion_id
ISIC_0000500,1,missing_verified_lesion_id
ISIC_0000501,1,missing_verified_lesion_id
ISIC_0000503,1,missing_verified_lesion_id
ISIC_0000504_downsampled,1,missing_verified_lesion_id
ISIC_0000505,1,missing_verified_lesion_id
ISIC_0000506,1,missing_verified_lesion_id
ISIC_0000507,1,missing_verified_lesion_id
ISIC_0000508,1,missing_verified_lesion_id
ISIC_0000509,1,missing_verified_lesion_id
ISIC_0000510,1,missing_verified_lesion_id
ISIC_0000511,0,missing_verified_lesion_id
ISIC_0000513,0,missing_verified_lesion_id
ISIC_0000514,1,missing_verified_lesion_id
ISIC_0000515,1,missing_verified_lesion_id
ISIC_0000516,0,missing_verified_lesion_id
ISIC_0000517,0,missing_verified_lesion_id
ISIC_0000518,0,missing_verified_lesion_id
ISIC_0000519_downsampled,0,missing_verified_lesion_id
ISIC_0000520_downsampled,0,missing_verified_lesion_id
ISIC_0000521_downsampled,0,missing_verified_lesion_id
ISIC_0000522,0,missing_verified_lesion_id
ISIC_0000523,1,missing_verified_lesion_id
ISIC_0000524,1,missing_verified_lesion_id
ISIC_0000525,1,missing_verified_lesion_id
ISIC_0000527,1,missing_verified_lesion_id
ISIC_0000528,1,missing_verified_lesion_id
ISIC_0000529_downsampled,1,missing_verified_lesion_id
ISIC_0000530,1,missing_verified_lesion_id
ISIC_0000531,0,missing_verified_lesion_id
ISIC_0000532,1,missing_verified_lesion_id
ISIC_0000533,0,missing_verified_lesion_id
ISIC_0000534,1,missing_verified_lesion_id
ISIC_0000535,1,missing_verified_lesion_id
ISIC_0000536,1,missing_verified_lesion_id
ISIC_0000537,1,missing_verified_lesion_id
ISIC_0000538,1,missing_verified_lesion_id
ISIC_0000539,1,missing_verified_lesion_id
ISIC_0000540,1,missing_verified_lesion_id
ISIC_0000541,1,missing_verified_lesion_id
ISIC_0000542,1,missing_verified_lesion_id
ISIC_0000543,1,missing_verified_lesion_id
ISIC_0000544,1,missing_verified_lesion_id
ISIC_0000545,1,missing_verified_lesion_id
ISIC_0000546,1,missing_verified_lesion_id
ISIC_0000547,0,missing_verified_lesion_id
ISIC_0000548,0,missing_verified_lesion_id
ISIC_0000549,0,missing_verified_lesion_id
ISIC_0000550,0,missing_verified_lesion_id
ISIC_0000551,0,missing_verified_lesion_id
ISIC_0000552,0,missing_verified_lesion_id
ISIC_0000554,0,missing_verified_lesion_id
ISIC_0000555,0,missing_verified_lesion_id
ISIC_0000556,1,missing_verified_lesion_id
ISIC_0000882_downsampled,1,missing_verified_lesion_id
ISIC_0000900_downsampled,1,missing_verified_lesion_id
ISIC_0000999_downsampled,1,missing_verified_lesion_id
ISIC_0001100_downsampled,0,missing_verified_lesion_id
ISIC_0001102_downsampled,0,missing_verified_lesion_id
ISIC_0001103_downsampled,0,missing_verified_lesion_id
ISIC_0001105_downsampled,0,missing_verified_lesion_id
ISIC_0001106_downsampled,0,missing_verified_lesion_id
ISIC_0001118_downsampled,0,missing_verified_lesion_id
ISIC_0001119_downsampled,0,missing_verified_lesion_id
ISIC_0001126_downsampled,0,missing_verified_lesion_id
ISIC_0001128_downsampled,0,missing_verified_lesion_id
ISIC_0001131_downsampled,0,missing_verified_lesion_id
ISIC_0001133_downsampled,0,missing_verified_lesion_id
ISIC_0001134_downsampled,0,missing_verified_lesion_id
ISIC_0001140_downsampled,0,missing_verified_lesion_id
ISIC_0001142_downsampled,0,missing_verified_lesion_id
ISIC_0001148_downsampled,0,missing_verified_lesion_id
ISIC_0001152_downsampled,0,missing_verified_lesion_id
ISIC_0001163_downsampled,1,missing_verified_lesion_id
ISIC_0001181_downsampled,1,missing_verified_lesion_id
ISIC_0001184_downsampled,1,missing_verified_lesion_id
ISIC_0001185_downsampled,1,missing_verified_lesion_id
ISIC_0001186_downsampled,1,missing_verified_lesion_id
ISIC_0001187_downsampled,1,missing_verified_lesion_id
ISIC_0001188_downsampled,1,missing_verified_lesion_id
ISIC_0001190_downsampled,1,missing_verified_lesion_id
ISIC_0001191_downsampled,1,missing_verified_lesion_id
ISIC_0001204_downsampled,1,missing_verified_lesion_id
ISIC_0001212_downsampled,1,missing_verified_lesion_id
ISIC_0001213_downsampled,1,missing_verified_lesion_id
ISIC_0001216_downsampled,1,missing_verified_lesion_id
ISIC_0001242_downsampled,1,missing_verified_lesion_id
ISIC_0001247_downsampled,1,missing_verified_lesion_id
ISIC_0001254_downsampled,1,missing_verified_lesion_id
ISIC_0001262_downsampled,1,missing_verified_lesion_id
ISIC_0001267_downsampled,1,missing_verified_lesion_id
ISIC_0001275_downsampled,1,missing_verified_lesion_id
ISIC_0001286_downsampled,1,missing_verified_lesion_id
ISIC_0001292_downsampled,1,missing_verified_lesion_id
ISIC_0001296_downsampled,1,missing_verified_lesion_id
ISIC_0001299_downsampled,1,missing_verified_lesion_id
ISIC_0001306_downsampled,1,missing_verified_lesion_id
ISIC_0001367_downsampled,1,missing_verified_lesion_id
ISIC_0001372_downsampled,1,missing_verified_lesion_id
ISIC_0001374_downsampled,1,missing_verified_lesion_id
ISIC_0001385_downsampled,1,missing_verified_lesion_id
ISIC_0001423_downsampled,1,missing_verified_lesion_id
ISIC_0001427_downsampled,1,missing_verified_lesion_id
ISIC_0001442_downsampled,1,missing_verified_lesion_id
ISIC_0001449_downsampled,1,missing_verified_lesion_id
ISIC_0001769_downsampled,1,missing_verified_lesion_id
ISIC_0001852_downsampled,1,missing_verified_lesion_id
ISIC_0001871_downsampled,1,missing_verified_lesion_id
ISIC_0001960_downsampled,1,missing_verified_lesion_id
ISIC_0002093_downsampled,1,missing_verified_lesion_id
ISIC_0002107_downsampled,1,missing_verified_lesion_id
ISIC_0002206_downsampled,1,missing_verified_lesion_id
ISIC_0002246_downsampled,1,missing_verified_lesion_id
ISIC_0002251_downsampled,1,missing_verified_lesion_id
ISIC_0002287_downsampled,1,missing_verified_lesion_id
ISIC_0002353_downsampled,1,missing_verified_lesion_id
ISIC_0002374_downsampled,1,missing_verified_lesion_id
ISIC_0002438_downsampled,1,missing_verified_lesion_id
ISIC_0002439_downsampled,1,missing_verified_lesion_id
ISIC_0002453_downsampled,1,missing_verified_lesion_id
